No.,Nombre de municipio,Nombre de localidad,Clave del Centro de Trabajo (CCT),Nombre del plantel,Matrícula,Semáforo federal,Programa,Porcentaje de avance (%),Latitud,Longitud
1079,TLACOTEPEC DE BENITO JUÁREZ,SAN MARCOS TLACOYALCO,21DCC0849O,NETZAHUALCOYOTL,151, DAÑO MENOR ,TERCERA ETAPA,0,18.667714,-97.605076
1080,SAN NICOLÁS DE LOS RANCHOS,SAN NICOLAS DE LOS RANCHOS,21DJN0239C,CARLOS CHAVEZ,216, DAÑO MENOR ,TERCERA ETAPA,0,19.069744,-98.486874
1081,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21EPR0278U,SANTOS DEGOLLADO,292, DAÑO MENOR ,OTROS RECURSOS,100,19.047919,-98.201355
1082,TLACOTEPEC DE BENITO JUÁREZ,PERICOTEPEC,21DPR0970W,LAZARO CARDENAS,95, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.6075,-97.631667
1083,YEHUALTEPEC,SAN MIGUEL ZOZUTLA,21DJN0639Z,REFUGIO BARRAGAN DE TOSCANO,213, DAÑO MENOR ,OTROS RECURSOS,100,18.755585,-97.653819
1084,CUAUTLANCINGO,SANCTORUM,21DPR0044G,JOSE VASCONCELOS,207, DAÑO MENOR ,TERCERA ETAPA,0,19.097648,-98.239933
1085,TLACOTEPEC DE BENITO JUÁREZ,SAN LUCAS EL VIEJO,21DPR2757R,PRAXEDIS G. GUERRERO,285, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.676944,-97.718889
1086,TEHUACÁN,TEHUACAN,21EJN1349O,UNIDAD EDUCATIVA PROFESOR PORFIRIO O. MORALES,234, DAÑO MENOR ,TERCERA ETAPA,0,18.463889,-97.393056
1087,ACATLÁN,ACATLAN DE OSORIO,21DPR2352Z,PROFESOR  RAFAEL MOLINA BETANCOURT,158, DAÑO MENOR ,RECURSO ESTATAL,100,18.278402,-98.063428
1088,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21EES0279M,MARIANO MATAMOROS,168, DAÑO MENOR ,TERCERA ETAPA,0,19.051069,-98.200042
1089,TLACOTEPEC DE BENITO JUÁREZ,SANTA MARIA LA ALTA,21DPR0556G,IGNACIO ALLENDE,618, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.599109,-97.657175
1090,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21EJN1319U,SAYIL,194, DAÑO MENOR ,TERCERA ETAPA,0,18.957761,-98.256928
1091,SAN MATÍAS TLALANCALECA,SAN MATIAS TLALANCALECA,21EBH0297Z,SANTOS HERNANDEZ AGUILAR,207, DAÑO MENOR ,OTROS RECURSOS,100,20.256111,-98.274167
1092,TLACOTEPEC DE BENITO JUÁREZ,TLACOTEPEC DE BENITO JUAREZ,21DJN0969Q,EMMA LOPEZ DIAZ,203, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.680404,-97.651783
1093,SAN PEDRO CHOLULA,SAN JUAN TLAUTLA,21ETV0154K,PROFESOR  JESUS LEONARDO GARCIA,205, DAÑO MENOR ,TERCERA ETAPA,0,19.09575,-98.353113
1094,TEPEACA,TEPEACA,21EJN1066H,C.E. GENERAL MIGUEL NEGRETE NOVOA,207, DAÑO MENOR ,TERCERA ETAPA,0,18.986507,-97.89982
1095,TECAMACHALCO,LA LAGUNA,21DPR2753V,BENITO JUAREZ,202, DAÑO MENOR ,TERCERA ETAPA,0,18.799444,-97.736667
1096,TEHUACÁN,TEHUACAN,21DPR0419D,VICENTE GUERRERO,179, DAÑO MENOR ,TERCERA ETAPA,0,18.458722,-97.400452
1097,TEPEACA,SAN BARTOLOME HUEYAPAN,21DTV0113L,LICENCIADO BENITO JUAREZ,199, DAÑO MENOR ,OTROS RECURSOS,100,19.025278,-97.930556
1098,ACAJETE,LA MAGDALENA TETELA MORELOS,21DJN0178F,MADAME CURIE,198, DAÑO MENOR ,TERCERA ETAPA,0,19.048494,-97.940194
1099,SAN MATÍAS TLALANCALECA,SAN FRANCISCO TLALOC,21DPR0321T,LAZARO CARDENAS,200, DAÑO MENOR ,OTROS RECURSOS,100,19.369722,-98.477222
1100,CUAUTLANCINGO,SANCTORUM,21ETV0092O,FRANCISCO ALATORRE,196, DAÑO MENOR ,OTROS RECURSOS,100,19.100178,-98.256473
1101,AMOZOC,AMOZOC DE MOTA,21EJN0922V,AMOZOC CENTRO,200, DAÑO MENOR ,TERCERA ETAPA,0,19.047256,-98.043364
1102,TEHUACÁN,TEHUACAN,21EBH0915S,PABLO NERUDA,205, DAÑO MENOR ,TERCERA ETAPA,0,19.87,-97.868889
1103,HUEHUETLÁN EL CHICO,TZICATLAN,21ETV0525L,ANA MARIA GALLAGA,180, DAÑO MENOR ,TERCERA ETAPA,0,18.271389,-98.761944
1104,TEHUACÁN,TEHUACAN,21DCC0850D,FRIDA KAHLO,181, DAÑO MENOR ,TERCERA ETAPA,0,18.422564,-97.361429
1105,TEHUACÁN,TEHUACAN,21EES0350G,SECUNDARIA GENERAL,162, DAÑO MENOR ,TERCERA ETAPA,0,18.463889,-97.393056
1106,ACAJETE,ACAJETE,21DPR2356W,AMADO NERVO,439, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,19.049836,-97.968371
1107,PUEBLA,SAN MIGUEL CANOA,21EPR0248Z,LICENCIADO BENITO JUAREZ,894, DAÑO MENOR ,OTROS RECURSOS,100,19.150627,-98.103585
1108,HUEHUETLÁN EL CHICO,HUEHUETLAN EL CHICO,21DPR0453K,HERMANOS SERDAN,167, DAÑO MENOR ,TERCERA ETAPA,100,18.377854,-98.691821
1109,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DPB0874S,OCTAVIO PAZ,166, DAÑO MENOR ,TERCERA ETAPA,0,19.022744,-98.137595
1110,PUEBLA,SAN ANDRES AZUMIATLA,21DJN0635C,CITLAXOCHITL,216, DAÑO MENOR ,TERCERA ETAPA,100,18.892352,-98.263471
1111,TEPEYAHUALCO DE CUAUHTÉMOC,TEPEYAHUALCO DE CUAUHTEMOC,21DJN0327X,FELIPE ANGELES,183, DAÑO MENOR ,OTROS RECURSOS,100,18.815296,-97.874597
1112,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DPR0248A,MIGUEL HIDALGO,203, DAÑO MENOR ,TERCERA ETAPA,100,19.020486,-98.221995
1113,AMOZOC,AMOZOC DE MOTA,21EJN0472H,MI PEQUEÑO MUNDO,149, DAÑO MENOR ,TERCERA ETAPA,100,19.114575,-98.019402
1114,TEPEOJUMA,EX-HACIENDA SAN JOSE TERUEL,21DPR0487A,INDEPENDENCIA,177, DAÑO MENOR ,TERCERA ETAPA,0,18.725087,-98.45694
1115,PUEBLA,SAN PEDRO ZACACHIMALPA,21DJN0630H,MARCO POLO,192, DAÑO MENOR ,TERCERA ETAPA,0,18.945664,-98.158945
1116,TEHUACÁN,TEHUACAN,21EBH0936E,QUETZALCOATL,223, DAÑO MENOR ,TERCERA ETAPA,0,19.271944,-98.484722
1117,AMOZOC,AMOZOC DE MOTA,21DES0096F,IGNACIO ZARAGOZA,1302, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,19.052287,-98.091848
1118,AMOZOC,AMOZOC DE MOTA,21DPR0927H,IGNACIO ZARAGOZA,909, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,19.054022,-98.040427
1119,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DJN0883K,XOCHITLA,182, DAÑO MENOR ,TERCERA ETAPA,0,18.991287,-98.25308
1120,TLAPANALÁ,TLAPANALA,21ETV0487Z,DAVID ALFARO SIQUEIROS,175, DAÑO MENOR ,OTROS RECURSOS,100,18.698999,-98.537288
1121,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DJN1123J,TZITZILINI,175, DAÑO MENOR ,TERCERA ETAPA,100,18.998567,-98.233005
1122,AMOZOC,AMOZOC DE MOTA,21EES0097D,PROFESOR  MANUEL BERNAL LOPEZ,1106, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,19.048994,-98.035763
1123,CORONANGO,SAN ANTONIO MIHUACAN,21DJN0049L,NETZAHUALCOYOTL,178, DAÑO MENOR ,TERCERA ETAPA,100,19.148748,-98.30499
1124,TLACOTEPEC DE BENITO JUÁREZ,SANTA MARIA LA ALTA,21DCC1027R,XOCHITIOTLAK,177, DAÑO MENOR ,TERCERA ETAPA,0,18.598104,-97.666043
1125,PUEBLA,SAN ANDRES AZUMIATLA,21DJN0964V,TONALTZI-SOL,170, DAÑO MENOR ,TERCERA ETAPA,0,18.888212,-98.263148
1126,SAN FELIPE TEOTLALCINGO,SAN FELIPE TEOTLALCINGO,21EBH0734I,CUAUHTEMOC,186, DAÑO MENOR ,TERCERA ETAPA,0,19.068333,-97.940278
1127,TLAHUAPAN,SAN PEDRO MATAMOROS,21DPR0645Z,BENITO JUAREZ,167, DAÑO MENOR ,OTROS RECURSOS,100,19.369722,-98.554722
1128,CALPAN,SAN MATEO OZOLCO,21ETV0088B,GENERAL JOSE MARIA GONZALEZ DE MENDOZA,158, DAÑO MENOR ,OTROS RECURSOS,100,19.098514,-98.512823
1129,COATZINGO,COATZINGO,21ETV0361S,CUITLAHUAC,159, DAÑO MENOR ,TERCERA ETAPA,0,18.616389,-98.174444
1130,TLAHUAPAN,GUADALUPITO LAS DALIAS,21DPR0638Q,MIGUEL HIDALGO,105, DAÑO MENOR ,SEGUNDA ETAPA A,100,19.415833,-98.525556
1131,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DPR1908Z,SALVADOR ALLENDE,159, DAÑO MENOR ,TERCERA ETAPA,0,18.997386,-98.236718
1132,TLACOTEPEC DE BENITO JUÁREZ,TLACOTEPEC DE BENITO JUAREZ,21DJN0945G,ENRIQUE A. CERVANTES,163, DAÑO MENOR ,OTROS RECURSOS,100,18.68253,-97.660883
1133,SAN PEDRO YELOIXTLAHUACA,SAN PEDRO YELOIXTLAHUACA,21DPR0346B,IGNACIO MANUEL ALTAMIRANO,134, DAÑO MENOR ,TERCERA ETAPA,100,18.116944,-98.077222
1134,SAN SALVADOR HUIXCOLOTLA,SAN SALVADOR HUIXCOLOTLA,21DJN0026A,JUVENTINO ROSAS,221, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.918241,-97.773244
1135,ATZITZIHUACÁN,SAN JUAN TEJUPA,21DJN0669T,EDMUNDO DE AMICIS,105, DAÑO MENOR ,OTROS RECURSOS,100,18.855156,-98.541423
1136,TECALI DE HERRERA,CONCEPCION CUAUTLA,21DPR0384E,REPUBLICA ARGENTINA,227, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.8675,-97.983611
1137,TECALI DE HERRERA,LA ESPERANZA,21DPR3544W,REVOLUCION MEXICANA,16, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.861389,-97.965278
1138,TECALI DE HERRERA,LA TRINIDAD TIANGUISMANALCO,21DPR2752W,EMILIANO ZAPATA,239, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.900556,-97.969444
1139,TECALI DE HERRERA,TECALI DE HERRERA,21EES0175R,AMBROSIO HERRERA,457, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.898778,-97.967642
1140,TEHUACÁN,TEHUACAN,21DJN0766V,EMMANUEL KANT,156, DAÑO MENOR ,TERCERA ETAPA,0,18.496172,-97.415874
1141,SAN FELIPE TEOTLALCINGO,SAN FELIPE TEOTLALCINGO,21DJN0144P,RICARDO PEREZ GALICIA,165, DAÑO MENOR ,TERCERA ETAPA,0,19.235712,-98.500779
1142,TECAMACHALCO,BARRIO DE SAN JUAN,21ETV0183F,PEDRO MARIA ANAYA,114, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.891201,-97.755757
1143,ATZITZIHUACÁN,SAN MIGUEL AGUACOMULICAN,21DPR2851W,EMILIANO ZAPATA,142, DAÑO MENOR ,TERCERA ETAPA,95,18.822222,-98.550556
1144,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DPR0826J,PROFESOR  FRANCISCO J MERINO,166, DAÑO MENOR ,TERCERA ETAPA,0,18.9801798,-98.2286626
1145,TLAHUAPAN,GUADALUPE ZARAGOZA,21DJN0072M,ATZIN,143, DAÑO MENOR ,OTROS RECURSOS,100,19.357018,-98.538799
1146,TECAMACHALCO,LA VILLITA (KILOMETRO 59),21DJN0943I,MIGUEL SERRANO DAZA,188, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.865153,-97.713564
1147,SAN MARTÍN TEXMELUCAN,SAN MARTIN TEXMELUCAN DE LABASTIDA,21EBH0273P,LUIS DONALDO COLOSIO MURRIETA,159, DAÑO MENOR ,TERCERA ETAPA,0,19.04335,-98.207883
1148,TECAMACHALCO,TECAMACHALCO,21DES0122N,JESUS REYES HEROLES,188, DAÑO MENOR ,TERCERA ETAPA,0,18.881673,-97.731734
1149,TECOMATLÁN,TECOMATLAN,21DJN0227Y,GABINO LOZANO SANCHEZ,161, DAÑO MENOR ,TERCERA ETAPA,0,18.114793,-98.311762
1150,TEHUACÁN,TEHUACAN,21DJN0734C,MARIA ENRIQUETA CAMARILLO,160, DAÑO MENOR ,OTROS RECURSOS,100,18.477507,-97.402166
1151,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DJN0168Z,XICOTENCATL,167, DAÑO MENOR ,TERCERA ETAPA,0,19.055685,-98.170049
1152,COATZINGO,COATZINGO,21EPR0060X,JOSE MARIA MORELOS,141, DAÑO MENOR ,OTROS RECURSOS,100,18.616389,-98.174444
1153,TIANGUISMANALCO,SAN MARTIN TLAPALA,21DPR1547F,IGNACIO ZARAGOZA,154, DAÑO MENOR ,OTROS RECURSOS,100,18.966667,-98.458889
1154,TECAMACHALCO,TECAMACHALCO,21EJN0058S,BEATRIZ V. LIMON,369, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,18.881746,-97.730903
1155,TEOPANTLÁN,TEOPANTLAN,21EPR0424O,EL PENSADOR MEXICANO,163, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.709412,-98.268728
1156,TLAHUAPAN,SANTA CRUZ OTLATLA,21DPR0648X,EMILIANO ZAPATA,130, DAÑO MENOR ,TERCERA ETAPA,0,19.372222,-98.6225
1157,TECAMACHALCO,TECAMACHALCO,21DPR0408Y,MELCHOR OCAMPO,344, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,18.839485,-97.725365
1158,TOCHIMILCO,TOCHIMILCO,21DJN0200R,VASCO DE GAMA,168, DAÑO MENOR ,OTROS RECURSOS,100,18.894558,-98.571339
1159,TEOPANTLÁN,TEOPANTLAN,21ETV0459C,EVANGELISTA TORRICHELLI,138, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.708777,-98.268292
1160,TEPEACA,SAN BARTOLOME HUEYAPAN,21DPR0471Z,VALENTIN GOMEZ FARIAS,295, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,19.025278,-97.930556
1161,TEPANCO DE LÓPEZ,SAN BARTOLO TEONTEPEC,21DPR3709O,QUETZALCOATL,153, DAÑO MENOR ,TERCERA ETAPA,0,18.494192,-97.537518
1162,TECAMACHALCO,LA SOLEDAD,21DPR0406Z,AMADO NERVO,155, DAÑO MENOR ,OTROS RECURSOS,100,18.81,-97.764167
1163,PETLALCINGO,PETLALCINGO,21DPR1919F,BELISARIO DOMINGUEZ,153, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.088572,-97.915786
1164,SAN MATÍAS TLALANCALECA,SAN MATIAS TLALANCALECA,21EPR0384D,ESCUELA PRIMARIA GENERAL EMILIANO ZAPATA,152, DAÑO MENOR ,OTROS RECURSOS,100,19.333564,-98.506676
1165,SAN MATÍAS TLALANCALECA,SAN MATIAS TLALANCALECA,21DPR1528R,DOMINGO ARENAS,152, DAÑO MENOR ,OTROS RECURSOS,100,19.349444,-98.481667
1166,TLAHUAPAN,SAN RAFAEL IXTAPALUCAN,21DJN0460D,MARIA CASTELAN XOCHIL,160, DAÑO MENOR ,OTROS RECURSOS,100,19.293011,-98.55098
1167,TILAPA,CUEXPALA (SAN BARTOLO CUEXPALA),21DPR0579R,AMERICA,149, DAÑO MENOR ,OTROS RECURSOS,100,18.629444,-98.559722
1168,HUEJOTZINGO,HUEJOTZINGO,21EJN0847E,TECAYEHUATZIN,152, DAÑO MENOR ,OTROS RECURSOS,100,19.153832,-98.414643
1169,TEHUACÁN,TEHUACAN,21EJN1385T,YOLOT`SI,133, DAÑO MENOR ,OTROS RECURSOS,100,18.463889,-97.393056
1170,TLACOTEPEC DE BENITO JUÁREZ,TLACOTEPEC DE BENITO JUAREZ,21EJN0060G,ESTEFANIA CASTAÑEDA,148, DAÑO MENOR ,OTROS RECURSOS,100,18.683155,-97.652516
1171,CUAYUCA DE ANDRADE,SAN PEDRO CUAYUCA,21EBH0163J,LUIS DONALDO COLOSIO MURRIETA,150, DAÑO MENOR ,OTROS RECURSOS,100,18.994938,-98.336615
1172,TLAHUAPAN,SANTA MARIA TEXMELUCAN,21DST0066D,ESCUELA SECUNDARIA TECNICA NUM. 62,475, DAÑO MENOR ,TERCERA ETAPA,0,19.293829,-98.544923
1173,TEPEACA,SAN FELIPE TENEXTEPEC,21DPR0474X,JOSE MARIA MORELOS,146, DAÑO MENOR ,OTROS RECURSOS,100,19.033056,-97.873889
1174,PETLALCINGO,TEXCALAPA DE JUAREZ,21DPR0188C,IGNACIO ZARAGOZA,145, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.066944,-97.989722
1175,TIANGUISMANALCO,TIANGUISMANALCO,21DCC0542Y,JOSEFA ORTIZ DE DOMINGUEZ,147, DAÑO MENOR ,TERCERA ETAPA,0,18.974159,-98.447274
1176,PUEBLA,SANTO TOMAS CHAUTLA,21DJN0538A,LEONOR LOPEZ ARELLANA,144, DAÑO MENOR ,TERCERA ETAPA,0,18.961091,-98.154366
1177,TOCHTEPEC,SAN LORENZO OMETEPEC,21ETV0242E,JUAN DE DIOS PEZA,138, DAÑO MENOR ,OTROS RECURSOS,100,18.854162,-97.858924
1178,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DJN0031M,PABLO ADOLFO PETERSEN RAVEN,140, DAÑO MENOR ,TERCERA ETAPA,0,19.05472,-98.162612
1179,ACAJETE,SAN JERONIMO OCOTITLAN,21DJN0176H,VENUSTIANO CARRANZA,136, DAÑO MENOR ,TERCERA ETAPA,0,19.033687,-97.962862
1180,CALPAN,SAN MATEO OZOLCO,21EBH0749K,BACH. GRAL. OFL. EMILIANO ZAPATA,128, DAÑO MENOR ,TERCERA ETAPA,100,19.227238,-97.810006
1181,HUEHUETLÁN EL GRANDE,SANTO DOMINGO HUEHUETLAN,21ETV0425M,ALFONSO PRUNEDA,152, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.739167,-98.163611
1182,TEPEACA,SAN NICOLAS ZOYAPETLAYOCA,21DJN0414S,JUAN ALDAMA,139, DAÑO MENOR ,OTROS RECURSOS,100,18.924396,-97.864369
1183,HUEHUETLÁN EL GRANDE,SANTO DOMINGO HUEHUETLAN,21DCC0327H,JUAN DE LA BARRERA,57, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.739167,-98.163611
1184,HUEHUETLÁN EL GRANDE,SANTO DOMINGO HUEHUETLAN,21EPR0403B,MIGUEL HIDALGO Y COSTILLA,234, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.739167,-98.163611
1185,SAN PEDRO YELOIXTLAHUACA,SAN PEDRO YELOIXTLAHUACA,21EBH0192E,JUAN ESCUTIA,139, DAÑO MENOR ,TERCERA ETAPA,0,19.169702,-97.554046
1186,PUEBLA,SAN MIGUEL ESPEJO,21DJN0634D,TLALOC,149, DAÑO MENOR ,TERCERA ETAPA,0,19.095,-98.066667
1187,PETLALCINGO,PETLALCINGO,21EPR0237U,AQUILES SERDAN,148, DAÑO MENOR ,SEGUNDA ETAPA A,100,18.083051,-97.913757
1188,SAN MARTÍN TEXMELUCAN,SAN MARTIN TEXMELUCAN DE LABASTIDA,21EJN0458O,NIÑOS HEROES DE CHAPULTEPEC,126, DAÑO MENOR ,TERCERA ETAPA,0,19.273822,-98.429077
1189,SAN PEDRO CHOLULA,CHOLULA DE RIVADAVIA,21EBH0931J,IZCOATL,188, DAÑO MENOR ,TERCERA ETAPA,0,19.161944,-98.406389
1190,ATLIXCO,ATLIXCO,21EBH0729X,ELENA GARRO,128, DAÑO MENOR ,OTROS RECURSOS,100,18.910831,-98.434819
1191,TEPANCO DE LÓPEZ,TEPANCO DE LOPEZ,21DPR3012I,GILDARDO TRUJILLO FLORES,131, DAÑO MENOR ,OTROS RECURSOS,100,18.477052,-97.524384
1192,SAN MATÍAS TLALANCALECA,JUAREZ CORONACO,21DJN0293X,YUABE ICU,136, DAÑO MENOR ,OTROS RECURSOS,100,19.360679,-98.5264
1193,ATZITZIHUACÁN,SANTIAGO ATZITZIHUACAN,21EBH0677H,HECTOR AZAR,104, DAÑO MENOR ,TERCERA ETAPA,0,18.877704,-98.707945
1194,EPATLÁN,SAN JUAN EPATLAN,21EBH0268D,AMADO NERVO,88, DAÑO MENOR ,SEGUNDA ETAPA A,100,20.248889,-97.853056
1195,ZACAPALA,ZACAPALA,21DPR0652J,LAZARO CARDENAS,107, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,18.591944,-98.065278
1196,TECOMATLÁN,OLOMATLAN,21EPR0054M,VENUSTIANO CARRANZA,130, DAÑO MENOR ,TERCERA ETAPA,0,17.946111,-98.269722
1197,CALPAN,SAN ANDRES CALPAN,21DPR2284T,JOSE MARIA MORELOS,196, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,19.104618,-98.483592
1198,TEPEACA,TEPEACA,21DJN0822X,TEPEACA,127, DAÑO MENOR ,OTROS RECURSOS,100,18.9787,-97.900284
1199,TOCHIMILCO,SAN LUCAS TULCINGO,21DPR0704Z,HEROES DE LA REVOLUCION,123, DAÑO MENOR ,TERCERA ETAPA,100,18.839444,-98.595556
1200,CALPAN,SAN MATEO OZOLCO,21DPR2257W,MIGUEL NEGRETE,308, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,19.099974,-98.514686
1201,CHIAUTZINGO,SAN ANTONIO TLATENCO,21DPR2019V,IGNACIO ZARAGOZA,338, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,19.175519,-98.492722
1202,TILAPA,AGUA DULCE,21DPR0578S,EMILIANO ZAPATA,120, DAÑO MENOR ,OTROS RECURSOS,100,18.619167,-98.511111
1203,TLAPANALÁ,TLAPANALA,21DJN0378D,PLAN DE AYALA,110, DAÑO MENOR ,OTROS RECURSOS,100,18.698999,-98.537288
1204,TLAHUAPAN,SAN MIGUEL TIANGUISTENCO,21DPR0644A,MIGUEL HIDALGO,399, DAÑO MENOR ,TERCERA ETAPA,0,19.29291,-98.531049
1205,CORONANGO,SAN FRANCISCO OCOTLAN,21DST0063G,ESCUELA SECUNDARIA TECNICA NUM. 59,662, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,19.134097,-98.280925
1206,TEPANCO DE LÓPEZ,SAN ANDRES CACALOAPAN,21DJN0578B,FEDERICO GARCIA LORCA,144, DAÑO MENOR ,OTROS RECURSOS,100,18.578158,-97.583403
1207,LOS REYES DE JUÁREZ,LOS REYES DE JUAREZ,21EJN1318V,YOLOJPILI,139, DAÑO MENOR ,TERCERA ETAPA,100,18.945833,-97.812778
1208,TOCHIMILCO,TOCHIMILCO,21EPR0786Y,AMERICA,135, DAÑO MENOR ,TERCERA ETAPA,100,18.891484,-98.574685
1209,CUAUTLANCINGO,BARRIO DE NUEVO LEON,21DPR2991W,VICENTE GUERRERO,396, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,19.088611,-98.29
1210,TEOTLALCO,TEOTLALCO,21ETV0463P,LAZARO CARDENAS DEL RIO,125, DAÑO MENOR ,TERCERA ETAPA,0,18.471111,-98.777778
1211,CUAUTLANCINGO,SAN JUAN CUAUTLANCINGO,21DST0056X,ESCUELA SECUNDARIA TECNICA NUM. 51,803, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,19.097444,-98.268433
1212,ATLIXCO,ATLIXCO,21DJN0915M,CONSTITUCION DE 1917,120, DAÑO MENOR ,TERCERA ETAPA,100,18.904304,-98.424749
1213,HUEJOTZINGO,HUEJOTZINGO,21EJN1415X,FRIDA KAHLO,128, DAÑO MENOR ,TERCERA ETAPA,0,19.161944,-98.406389
1214,TEPEACA,SAN MATEO PARRA,21DJN0825U,ROBERTO REA VALENCIA,121, DAÑO MENOR ,OTROS RECURSOS,100,18.991389,-97.861667
1215,TLAHUAPAN,SAN MIGUEL TIANGUISTENCO,21DJN0471J,INGENIERO JOSE GUADALUPE AGUILERA,120, DAÑO MENOR ,OTROS RECURSOS,100,19.292426,-98.530723
1216,TEPEACA,SANTIAGO ACATLAN,21EJN1282X,FRANCISCO JOSE GAVILONDO SOLER,130, DAÑO MENOR ,TERCERA ETAPA,0,18.993616,-97.939691
1217,SAN SALVADOR EL VERDE,SAN SIMON ATZITZINTLA,21DJN0470K,CUICACALCO,118, DAÑO MENOR ,OTROS RECURSOS,100,19.263619,-98.473846
1218,ACAJETE,SANTA MARIA NENETZINTLA,21DPR3416A,JUAN CRISOSTOMO BONILLA,118, DAÑO MENOR ,TERCERA ETAPA,100,19.049836,-97.968371
1219,DOMINGO ARENAS,CHAHUAC,21DPR2402R,PROFESOR  OTILIO MONTAÑO,202, DAÑO PARCIAL ,ESCUELAS AL CIEN 2018,100,19.128685,-98.424104
1220,TEPEACA,SANTA MARIA OXTOTIPAN,21DJN0242Q,MANUEL PEREYRA DE MEJIA,117, DAÑO MENOR ,OTROS RECURSOS,100,18.951739,-97.874894
1221,TEHUACÁN,TEHUACAN,21DCC0930P,NIÑOS HEROES,114, DAÑO MENOR ,TERCERA ETAPA,0,18.453236,-97.412674
1222,TLAHUAPAN,SANTIAGO COLTZINGO,21DJN0473H,BARTOLO CRUZ LEYVA,114, DAÑO MENOR ,OTROS RECURSOS,100,19.387294,-98.537091
1223,TEPEACA,SAN PABLO ACTIPAN,21EBH0336K,ADOLFO LOPEZ MATEOS,114, DAÑO MENOR ,TERCERA ETAPA,0,18.596786,-97.652338
1224,PUEBLA,HEROICA PUEBLA DE ZARAGOZA,21DPR0933S,NARCISO MENDOZA,112, DAÑO MENOR ,TERCERA ETAPA,0,18.993357,-98.226207
1225,TEHUACÁN,TEHUACAN,21EJN0140S,EL PORVENIR,115, DAÑO MENOR ,OTROS RECURSOS,100,18.459646,-97.411915
1226,HUEJOTZINGO,SAN MIGUEL TIANGUIZOLCO,21DPR2421F,ALVARO OBREGON,316, DAÑO MAYOR ,ESCUELAS AL CIEN 2018,100,19.158611,-98.440833
1227,DOMINGO ARENAS,DOMINGO ARENAS,21EPR1535Z,NEZAHUALCOYOTL,113, DAÑO MENOR ,TERCERA ETAPA,0,19.144165,-98.456772
1228,TLACOTEPEC DE BENITO JUÁREZ,PERICOTEPEC,21DPR0593K,NICOLAS BRAVO,113, DAÑO MENOR ,OTROS RECURSOS,100,18.6075,-97.631667
1229,TEHUACÁN,SANTA CATARINA OTZOLOTEPEC,21DPR1021C,MIGUEL LERDO DE TEJADA,118, DAÑO MENOR ,TERCERA ETAPA,0,18.577442,-97.266103
1230,CUAUTLANCINGO,SAN LORENZO ALMECATLA,21EJN1372P,HERMENEGILDO GALEANA,112, DAÑO MENOR ,TERCERA ETAPA,0,19.142851,-98.235386
1231,XOCHILTEPEC,AYOTLA,21DTV0245C,IGNACIO MANUEL ALTAMIRANO,102, DAÑO MENOR ,TERCERA ETAPA,0,18.671111,-98.372222
