N°,Municipio,Etapa,Edad,Género
1195,HUAUCHINANGO,1,32,Femenino
1196,HUAUCHINANGO,1,33,Femenino
1197,HUAUCHINANGO,1,35,Femenino
1198,HUAUCHINANGO,1,58,Femenino
1199,HUAUCHINANGO,1,42,Femenino
1200,HUAUCHINANGO,1,33,Femenino
1201,HUAUCHINANGO,1,59,Femenino
1202,HUAUCHINANGO,1,23,Femenino
1203,HUAUCHINANGO,1,20,Femenino
1204,HUAUCHINANGO,1,19,Femenino
1205,HUAUCHINANGO,1,36,Femenino
1206,HUAUCHINANGO,1,23,Femenino
1207,HUAUCHINANGO,1,45,Femenino
1208,HUAUCHINANGO,1,30,Femenino
1209,HUAUCHINANGO,1,46,Femenino
1210,HUAUCHINANGO,1,36,Femenino
1211,HUAUCHINANGO,1,45,Femenino
1212,HUAUCHINANGO,1,38,Femenino
1213,HUAUCHINANGO,1,32,Femenino
1214,HUAUCHINANGO,1,22,Femenino
1215,HUAUCHINANGO,1,64,Femenino
1216,HUAUCHINANGO,1,37,Femenino
1217,HUAUCHINANGO,1,24,Femenino
1218,HUAUCHINANGO,1,35,Femenino
1219,HUAUCHINANGO,1,39,Femenino
1220,HUAUCHINANGO,1,41,Femenino
1221,HUAUCHINANGO,1,22,Femenino
1222,HUAUCHINANGO,1,37,Femenino
1223,HUAUCHINANGO,1,68,Femenino
1224,HUAUCHINANGO,1,40,Femenino
1225,HUAUCHINANGO,1,63,Femenino
1226,HUAUCHINANGO,1,59,Femenino
1227,HUAUCHINANGO,1,58,Femenino
1228,HUAUCHINANGO,1,26,Femenino
1229,HUAUCHINANGO,1,35,Femenino
1230,HUAUCHINANGO,1,24,Femenino
1231,HUAUCHINANGO,1,31,Femenino
1232,HUAUCHINANGO,1,24,Femenino
1233,HUAUCHINANGO,1,69,Femenino
1234,HUAUCHINANGO,1,42,Femenino
1235,HUAUCHINANGO,1,31,Femenino
1236,HUAUCHINANGO,1,33,Femenino
1237,HUAUCHINANGO,1,38,Femenino
1238,HUAUCHINANGO,1,43,Femenino
1239,HUAUCHINANGO,1,32,Femenino
1240,HUAUCHINANGO,1,34,Femenino
1241,HUAUCHINANGO,1,65,Femenino
1242,HUAUCHINANGO,1,43,Femenino
1243,HUAUCHINANGO,1,33,Femenino
1244,HUAUCHINANGO,1,40,Femenino
1245,HUAUCHINANGO,1,26,Femenino
1246,HUAUCHINANGO,1,20,Femenino
1247,HUAUCHINANGO,1,38,Femenino
1248,HUAUCHINANGO,1,23,Femenino
1249,HUAUCHINANGO,1,26,Femenino
1250,HUAUCHINANGO,1,68,Femenino
1251,HUAUCHINANGO,1,33,Femenino
1252,HUAUCHINANGO,1,65,Femenino
1253,HUAUCHINANGO,1,56,Femenino
1254,HUAUCHINANGO,1,49,Femenino
1255,HUAUCHINANGO,1,44,Femenino
1256,HUAUCHINANGO,1,28,Femenino
1257,HUAUCHINANGO,1,27,Femenino
1258,HUAUCHINANGO,1,41,Femenino
1259,HUAUCHINANGO,1,49,Femenino
1260,HUAUCHINANGO,1,44,Femenino
1261,HUAUCHINANGO,1,43,Femenino
1262,HUAUCHINANGO,1,23,Femenino
1263,HUAUCHINANGO,1,45,Femenino
1264,HUAUCHINANGO,1,22,Femenino
1265,HUAUCHINANGO,1,38,Femenino
1266,HUAUCHINANGO,1,46,Femenino
1267,HUAUCHINANGO,1,28,Femenino
1268,HUAUCHINANGO,1,33,Femenino
1269,HUAUCHINANGO,1,36,Femenino
1270,HUAUCHINANGO,1,57,Femenino
1271,HUAUCHINANGO,1,41,Femenino
1272,HUAUCHINANGO,1,26,Femenino
1273,HUAUCHINANGO,1,50,Femenino
1274,HUAUCHINANGO,1,27,Femenino
1275,HUAUCHINANGO,1,46,Femenino
1276,HUAUCHINANGO,1,40,Femenino
1277,HUAUCHINANGO,1,58,Femenino
1278,HUAUCHINANGO,1,44,Femenino
1279,HUAUCHINANGO,1,71,Femenino
1280,HUAUCHINANGO,1,44,Femenino
1281,HUAUCHINANGO,1,37,Femenino
1282,HUAUCHINANGO,1,52,Femenino
1283,HUAUCHINANGO,1,34,Femenino
1284,HUAUCHINANGO,1,30,Femenino
1285,HUAUCHINANGO,1,34,Femenino
1286,HUAUCHINANGO,1,30,Femenino
1287,HUAUCHINANGO,1,26,Femenino
1288,HUAUCHINANGO,1,32,Femenino
1289,HUAUCHINANGO,1,19,Femenino
1290,HUAUCHINANGO,1,28,Femenino
1291,HUAUCHINANGO,1,39,Femenino
1292,HUAUCHINANGO,1,24,Femenino
1293,HUAUCHINANGO,1,27,Femenino
1294,HUAUCHINANGO,1,72,Femenino
1295,HUAUCHINANGO,1,53,Femenino
1296,HUAUCHINANGO,1,23,Femenino
1297,HUAUCHINANGO,1,20,Femenino
1298,HUAUCHINANGO,1,40,Femenino
1299,HUAUCHINANGO,1,29,Femenino
1300,HUAUCHINANGO,1,26,Femenino
1301,HUAUCHINANGO,1,52,Femenino
1302,HUAUCHINANGO,1,43,Femenino
1303,HUAUCHINANGO,1,20,Femenino
1304,HUAUCHINANGO,1,37,Femenino
1305,HUAUCHINANGO,1,21,Femenino
1306,HUAUCHINANGO,1,53,Femenino
1307,HUAUCHINANGO,1,54,Femenino
1308,HUAUCHINANGO,1,65,Femenino
1309,HUAUCHINANGO,1,85,Femenino
1310,HUAUCHINANGO,1,37,Femenino
1311,HUAUCHINANGO,1,54,Femenino
1312,HUAUCHINANGO,1,45,Femenino
1313,HUAUCHINANGO,1,57,Femenino
1314,HUAUCHINANGO,1,32,Femenino
1315,HUAUCHINANGO,1,37,Femenino
1316,HUAUCHINANGO,1,36,Femenino
1317,HUAUCHINANGO,1,55,Femenino
1318,HUAUCHINANGO,1,42,Femenino
1319,HUAUCHINANGO,1,28,Femenino
1320,HUAUCHINANGO,1,25,Femenino
1321,HUAUCHINANGO,1,46,Femenino
1322,HUAUCHINANGO,1,40,Femenino
1323,HUAUCHINANGO,1,21,Femenino
1324,HUAUCHINANGO,1,22,Femenino
1325,HUAUCHINANGO,1,49,Femenino
1326,HUAUCHINANGO,1,19,Femenino
1327,HUAUCHINANGO,1,35,Femenino
1328,HUAUCHINANGO,1,54,Femenino
1329,HUAUCHINANGO,1,42,Femenino
1330,HUAUCHINANGO,1,32,Femenino
1331,HUAUCHINANGO,1,59,Femenino
1332,HUAUCHINANGO,1,44,Femenino
1333,HUAUCHINANGO,1,20,Femenino
1334,HUAUCHINANGO,1,18,Femenino
1335,HUAUCHINANGO,1,33,Femenino
1336,HUAUCHINANGO,1,32,Femenino
1337,HUAUCHINANGO,1,22,Femenino
1338,HUAUCHINANGO,1,49,Femenino
1339,HUAUCHINANGO,1,38,Femenino
1340,HUAUCHINANGO,1,36,Femenino
1341,HUAUCHINANGO,1,33,Femenino
1342,HUAUCHINANGO,1,38,Femenino
1343,HUAUCHINANGO,1,35,Femenino
1344,HUAUCHINANGO,1,39,Femenino
1345,HUAUCHINANGO,1,49,Femenino
1346,HUAUCHINANGO,1,46,Femenino
1347,HUAUCHINANGO,1,31,Femenino
1348,HUAUCHINANGO,1,48,Femenino
1349,HUAUCHINANGO,1,45,Femenino
1350,HUAUCHINANGO,1,38,Femenino
1351,HUAUCHINANGO,1,49,Femenino
1352,HUAUCHINANGO,1,55,Femenino
1353,HUAUCHINANGO,1,31,Femenino
1354,HUAUCHINANGO,1,29,Femenino
1355,HUAUCHINANGO,1,28,Femenino
1356,HUAUCHINANGO,1,36,Femenino
1357,HUAUCHINANGO,1,24,Femenino
1358,HUAUCHINANGO,1,24,Femenino
1359,HUAUCHINANGO,1,29,Femenino
1360,HUAUCHINANGO,1,31,Femenino
1361,HUAUCHINANGO,1,58,Femenino
1362,HUAUCHINANGO,1,44,Femenino
1363,HUAUCHINANGO,1,25,Femenino
1364,HUAUCHINANGO,1,42,Femenino
1365,HUAUCHINANGO,1,39,Femenino
1366,HUAUCHINANGO,1,34,Femenino
1367,HUAUCHINANGO,1,47,Femenino
1368,HUAUCHINANGO,1,38,Femenino
1369,HUAUCHINANGO,1,52,Femenino
1370,HUAUCHINANGO,1,34,Femenino
1371,HUAUCHINANGO,1,45,Femenino
1372,HUAUCHINANGO,1,30,Femenino
1373,HUAUCHINANGO,1,67,Femenino
1374,HUAUCHINANGO,1,27,Femenino
1375,HUAUCHINANGO,1,24,Femenino
1376,HUAUCHINANGO,1,22,Femenino
1377,HUAUCHINANGO,1,29,Femenino
1378,HUAUCHINANGO,1,52,Femenino
1379,HUAUCHINANGO,1,47,Femenino
1380,HUAUCHINANGO,1,28,Femenino
1381,HUAUCHINANGO,1,20,Femenino
1382,HUAUCHINANGO,1,34,Femenino
1383,HUAUCHINANGO,1,43,Femenino
1384,HUAUCHINANGO,1,60,Femenino
1385,HUAUCHINANGO,1,23,Femenino
1386,HUAUCHINANGO,1,45,Femenino
1387,HUAUCHINANGO,1,45,Femenino
1388,HUAUCHINANGO,1,55,Femenino
1389,HUAUCHINANGO,1,44,Femenino
1390,HUAUCHINANGO,1,35,Femenino
1391,HUAUCHINANGO,1,25,Femenino
1392,HUAUCHINANGO,1,28,Femenino
1393,HUAUCHINANGO,1,33,Femenino
1394,HUAUCHINANGO,1,46,Femenino
1395,HUAUCHINANGO,1,41,Femenino
1396,HUAUCHINANGO,1,24,Femenino
1397,HUAUCHINANGO,1,51,Femenino
1398,HUAUCHINANGO,1,33,Femenino
1399,HUAUCHINANGO,1,34,Femenino
1400,HUAUCHINANGO,1,27,Femenino
1401,HUAUCHINANGO,1,41,Femenino
1402,HUAUCHINANGO,1,26,Femenino
1403,HUAUCHINANGO,1,50,Femenino
1404,HUAUCHINANGO,1,54,Femenino
1405,HUAUCHINANGO,1,22,Femenino
1406,HUAUCHINANGO,1,34,Femenino
1407,HUAUCHINANGO,1,37,Femenino
1408,HUAUCHINANGO,1,34,Femenino
1409,HUAUCHINANGO,1,18,Femenino
1410,HUAUCHINANGO,1,52,Femenino
1411,HUAUCHINANGO,1,37,Femenino
1412,HUAUCHINANGO,1,43,Femenino
1413,HUAUCHINANGO,1,31,Femenino
1414,HUAUCHINANGO,1,63,Femenino
1415,HUAUCHINANGO,1,50,Femenino
1416,HUAUCHINANGO,1,21,Femenino
1417,HUAUCHINANGO,1,22,Femenino
1418,HUAUCHINANGO,1,22,Femenino
1419,HUAUCHINANGO,1,46,Femenino
1420,HUAUCHINANGO,1,20,Femenino
1421,HUAUCHINANGO,1,38,Femenino
1422,HUAUCHINANGO,1,49,Femenino
1423,HUAUCHINANGO,1,24,Femenino
1424,HUAUCHINANGO,1,21,Femenino
1425,HUAUCHINANGO,1,49,Femenino
1426,HUAUCHINANGO,1,35,Femenino
1427,HUAUCHINANGO,1,43,Femenino
1428,HUAUCHINANGO,1,20,Femenino
1429,HUAUCHINANGO,1,42,Femenino
1430,HUAUCHINANGO,1,55,Femenino
1431,HUAUCHINANGO,1,41,Femenino
1432,HUAUCHINANGO,1,46,Femenino
1433,TEPEMAXALCO,1,54,Femenino
1434,TEPEMAXALCO,1,23,Femenino
1435,TEPEMAXALCO,1,31,Femenino
1436,TEPEMAXALCO,1,35,Femenino
1437,TEPEMAXALCO,1,64,Femenino
1438,TEPEMAXALCO,1,53,Femenino
1439,TEPEMAXALCO,1,26,Femenino
1440,TEPEMAXALCO,1,23,Femenino
1441,TEPEMAXALCO,1,51,Femenino
1442,TEPEMAXALCO,1,29,Femenino
1443,XOCHILTEPEC,1,65,Femenino
1444,XOCHILTEPEC,1,70,Femenino
1445,XOCHILTEPEC,1,49,Femenino
1446,XOCHILTEPEC,1,77,Femenino
1447,XOCHILTEPEC,1,60,Femenino
1448,XOCHILTEPEC,1,22,Femenino
1449,XOCHILTEPEC,1,51,Femenino
1450,IZUCAR DE MATAMOROS,1,29,Femenino
1451,IZUCAR DE MATAMOROS,1,60,Femenino
1452,IZUCAR DE MATAMOROS,1,20,Femenino
1453,IZUCAR DE MATAMOROS,1,51,Femenino
1454,IZUCAR DE MATAMOROS,1,54,Femenino
1455,IZUCAR DE MATAMOROS,1,51,Femenino
1456,IZUCAR DE MATAMOROS,1,19,Femenino
1457,IZUCAR DE MATAMOROS,1,39,Femenino
1458,TEPEMAXALCO,1,39,Femenino
1459,TEPEMAXALCO,1,72,Femenino
1460,TEPEMAXALCO,1,63,Femenino
1461,TEPEMAXALCO,1,56,Femenino
1462,TEPEMAXALCO,1,21,Femenino
1463,XOCHILTEPEC,1,29,Femenino
1464,XOCHILTEPEC,1,60,Femenino
1465,XOCHILTEPEC,1,18,Femenino
1466,XOCHILTEPEC,1,52,Femenino
1467,XOCHILTEPEC,1,35,Femenino
1468,XOCHILTEPEC,1,47,Femenino
1469,XOCHILTEPEC,1,54,Femenino
1470,TEPEMAXALCO,1,33,Femenino
1471,TEPEMAXALCO,1,61,Femenino
1472,TEPEMAXALCO,1,48,Femenino
1473,TEPEMAXALCO,1,25,Femenino
1474,TEPEMAXALCO,1,36,Femenino
1475,TEPEMAXALCO,1,24,Femenino
1476,IZUCAR DE MATAMOROS,1,18,Femenino
1477,IZUCAR DE MATAMOROS,1,40,Femenino
1478,IZUCAR DE MATAMOROS,1,35,Femenino
1479,IZUCAR DE MATAMOROS,1,51,Femenino
1480,IZUCAR DE MATAMOROS,1,36,Femenino
1481,IZUCAR DE MATAMOROS,1,68,Femenino
1482,TILAPA,1,28,Femenino
1483,TILAPA,1,57,Femenino
1484,TILAPA,1,24,Femenino
1485,TILAPA,1,59,Femenino
1486,IZUCAR DE MATAMOROS,1,39,Femenino
1487,IZUCAR DE MATAMOROS,1,32,Femenino
1488,IZUCAR DE MATAMOROS,1,35,Femenino
1489,IZUCAR DE MATAMOROS,1,32,Femenino
1490,IZUCAR DE MATAMOROS,1,37,Femenino
1491,IZUCAR DE MATAMOROS,1,32,Femenino
1492,IZUCAR DE MATAMOROS,1,28,Femenino
1493,IZUCAR DE MATAMOROS,1,31,Femenino
1494,IZUCAR DE MATAMOROS,1,23,Femenino
1495,AHUATLAN,1,38,Femenino
1496,AHUATLAN,1,60,Femenino
1497,AHUATLAN,1,23,Femenino
1498,AHUATLAN,1,55,Femenino
1499,AHUATLAN,1,56,Femenino
1500,AHUATLAN,1,33,Femenino
1501,AHUATLAN,1,27,Femenino
1502,AHUATLAN,1,21,Femenino
1503,AHUATLAN,1,19,Femenino
1504,IZUCAR DE MATAMOROS,1,28,Femenino
1505,IZUCAR DE MATAMOROS,1,35,Femenino
1506,IZUCAR DE MATAMOROS,1,20,Femenino
1507,IZUCAR DE MATAMOROS,1,58,Femenino
1508,IZUCAR DE MATAMOROS,1,45,Femenino
1509,IZUCAR DE MATAMOROS,1,49,Femenino
1510,IZUCAR DE MATAMOROS,1,55,Femenino
1511,IZUCAR DE MATAMOROS,1,34,Femenino
1512,IZUCAR DE MATAMOROS,1,40,Femenino
1513,IZUCAR DE MATAMOROS,1,58,Femenino
1514,IZUCAR DE MATAMOROS,1,48,Femenino
1515,IZUCAR DE MATAMOROS,1,33,Femenino
1516,IZUCAR DE MATAMOROS,1,18,Femenino
1517,IZUCAR DE MATAMOROS,1,37,Femenino
1518,XOCHILTEPEC,1,49,Femenino
1519,XOCHILTEPEC,1,27,Femenino
1520,XOCHILTEPEC,1,46,Femenino
1521,XOCHILTEPEC,1,40,Femenino
1522,XOCHILTEPEC,1,35,Femenino
1523,XOCHILTEPEC,1,37,Femenino
1524,XOCHILTEPEC,1,50,Femenino
1525,IZUCAR DE MATAMOROS,2,32,Femenino
1526,IZUCAR DE MATAMOROS,2,26,Femenino
1527,IZUCAR DE MATAMOROS,2,50,Femenino
1528,IZUCAR DE MATAMOROS,2,47,Femenino
1529,IZUCAR DE MATAMOROS,2,46,Femenino
1530,IZUCAR DE MATAMOROS,2,22,Femenino
1531,IZUCAR DE MATAMOROS,2,50,Femenino
1532,IZUCAR DE MATAMOROS,2,20,Femenino
1533,IZUCAR DE MATAMOROS,2,72,Femenino
1534,IZUCAR DE MATAMOROS,2,36,Femenino
1535,IZUCAR DE MATAMOROS,2,29,Femenino
1536,IZUCAR DE MATAMOROS,2,27,Femenino
1537,IZUCAR DE MATAMOROS,3,21,Femenino
1538,IZUCAR DE MATAMOROS,3,37,Femenino
1539,IZUCAR DE MATAMOROS,3,21,Femenino
1540,IZUCAR DE MATAMOROS,3,49,Femenino
1541,IZUCAR DE MATAMOROS,3,28,Femenino
1542,IZUCAR DE MATAMOROS,3,27,Femenino
1543,IZUCAR DE MATAMOROS,3,55,Femenino
1544,IZUCAR DE MATAMOROS,3,51,Femenino
1545,IZUCAR DE MATAMOROS,3,26,Femenino
1546,IZUCAR DE MATAMOROS,3,37,Femenino
1547,IZUCAR DE MATAMOROS,3,26,Femenino
1548,IZUCAR DE MATAMOROS,3,32,Femenino
1549,IZUCAR DE MATAMOROS,5,34,Femenino
1550,IZUCAR DE MATAMOROS,5,54,Femenino
1551,IZUCAR DE MATAMOROS,5,48,Femenino
1552,IZUCAR DE MATAMOROS,5,38,Femenino
1553,IZUCAR DE MATAMOROS,5,31,Femenino
1554,IZUCAR DE MATAMOROS,5,50,Femenino
1555,IZUCAR DE MATAMOROS,5,54,Femenino
1556,IZUCAR DE MATAMOROS,5,39,Femenino
1557,IZUCAR DE MATAMOROS,7,40,Femenino
1558,IZUCAR DE MATAMOROS,7,39,Femenino
1559,IZUCAR DE MATAMOROS,7,30,Femenino
1560,IZUCAR DE MATAMOROS,7,19,Femenino
1561,IZUCAR DE MATAMOROS,7,42,Femenino
1562,IZUCAR DE MATAMOROS,7,42,Femenino
1563,TEPEOJUMA,7,45,Femenino
1564,TEPEOJUMA,7,30,Femenino
1565,TEPEOJUMA,7,43,Femenino
1566,TEPEOJUMA,7,38,Femenino
1567,TEPEOJUMA,7,45,Femenino
1568,TEPEOJUMA,7,40,Femenino
1569,TEPEOJUMA,7,49,Femenino
1570,PUEBLA,1,41,Femenino
1571,PUEBLA,1,18,Femenino
1572,PUEBLA,1,27,Femenino
1573,PUEBLA,1,28,Femenino
1574,PUEBLA,1,19,Femenino
1575,PUEBLA,1,43,Femenino
1576,PUEBLA,1,42,Femenino
1577,PUEBLA,1,24,Femenino
1578,PUEBLA,1,20,Femenino
1579,PUEBLA,1,35,Femenino
1580,PUEBLA,1,21,Femenino
1581,PUEBLA,1,32,Femenino
1582,PUEBLA,1,34,Femenino
1583,PUEBLA,1,56,Femenino
1584,PUEBLA,1,56,Femenino
1585,PUEBLA,1,29,Femenino
1586,PUEBLA,1,65,Femenino
1587,PUEBLA,1,20,Femenino
1588,PUEBLA,1,46,Femenino
1589,PUEBLA,1,45,Femenino
1590,PUEBLA,1,45,Femenino
1591,PUEBLA,1,53,Femenino
1592,PUEBLA,1,50,Femenino
1593,PUEBLA,1,30,Femenino
1594,PUEBLA,1,61,Femenino
1595,PUEBLA,1,36,Femenino
1596,PUEBLA,1,46,Femenino
1597,PUEBLA,1,52,Femenino
1598,PUEBLA,1,33,Femenino
1599,PUEBLA,1,58,Femenino
1600,PUEBLA,1,40,Femenino
1601,PUEBLA,1,35,Femenino
1602,PUEBLA,1,57,Femenino
1603,PUEBLA,1,68,Femenino
1604,PUEBLA,1,48,Femenino
1605,PUEBLA,1,31,Femenino
1606,PUEBLA,1,33,Femenino
1607,PUEBLA,1,48,Femenino
1608,PUEBLA,1,66,Femenino
1609,PUEBLA,1,49,Femenino
1610,PUEBLA,1,50,Femenino
1611,PUEBLA,1,62,Femenino
1612,PUEBLA,1,21,Femenino
1613,PUEBLA,1,24,Femenino
1614,PUEBLA,1,19,Femenino
1615,PUEBLA,1,43,Femenino
1616,PUEBLA,1,55,Femenino
1617,PUEBLA,1,48,Femenino
1618,PUEBLA,1,55,Femenino
1619,PUEBLA,1,50,Femenino
1620,PUEBLA,1,50,Femenino
1621,PUEBLA,1,34,Femenino
1622,PUEBLA,1,28,Femenino
1623,PUEBLA,1,32,Femenino
1624,PUEBLA,1,34,Femenino
1625,PUEBLA,1,54,Femenino
1626,PUEBLA,1,20,Femenino
1627,PUEBLA,1,20,Femenino
1628,PUEBLA,1,43,Femenino
1629,PUEBLA,1,33,Femenino
1630,PUEBLA,1,24,Femenino
1631,PUEBLA,1,45,Femenino
1632,PUEBLA,1,52,Femenino
1633,PUEBLA,1,42,Femenino
1634,PUEBLA,1,49,Femenino
1635,PUEBLA,1,27,Femenino
1636,PUEBLA,1,59,Femenino
1637,PUEBLA,1,75,Femenino
1638,PUEBLA,1,36,Femenino
1639,PUEBLA,1,31,Femenino
1640,PUEBLA,1,37,Femenino
1641,PUEBLA,1,52,Femenino
1642,PUEBLA,1,47,Femenino
1643,PUEBLA,1,33,Femenino
1644,PUEBLA,1,39,Femenino
1645,PUEBLA,1,57,Femenino
1646,PUEBLA,1,47,Femenino
1647,PUEBLA,1,59,Femenino
1648,PUEBLA,1,38,Femenino
1649,PUEBLA,1,32,Femenino
1650,PUEBLA,1,57,Femenino
1651,PUEBLA,1,29,Femenino
1652,PUEBLA,1,29,Femenino
1653,PUEBLA,1,30,Femenino
1654,PUEBLA,1,49,Femenino
1655,PUEBLA,1,58,Femenino
1656,PUEBLA,1,48,Femenino
1657,PUEBLA,1,33,Femenino
1658,PUEBLA,1,25,Femenino
1659,PUEBLA,1,23,Femenino
1660,PUEBLA,1,64,Femenino
1661,PUEBLA,1,28,Femenino
1662,PUEBLA,1,42,Femenino
1663,PUEBLA,1,44,Femenino
1664,PUEBLA,1,32,Femenino
1665,PUEBLA,1,31,Femenino
1666,PUEBLA,1,54,Femenino
1667,PUEBLA,1,39,Femenino
1668,PUEBLA,1,58,Femenino
1669,PUEBLA,1,74,Femenino
1670,PUEBLA,1,39,Femenino
1671,PUEBLA,1,40,Femenino
1672,PUEBLA,1,51,Femenino
1673,PUEBLA,1,55,Femenino
1674,PUEBLA,1,63,Femenino
1675,PUEBLA,1,51,Femenino
1676,PUEBLA,1,54,Femenino
1677,PUEBLA,1,35,Femenino
1678,PUEBLA,1,54,Femenino
1679,PUEBLA,1,64,Femenino
1680,PUEBLA,1,55,Femenino
1681,PUEBLA,1,64,Femenino
1682,PUEBLA,1,41,Femenino
1683,PUEBLA,1,35,Femenino
1684,PUEBLA,1,36,Femenino
1685,PUEBLA,1,45,Femenino
1686,PUEBLA,1,29,Femenino
1687,PUEBLA,1,43,Femenino
1688,PUEBLA,1,42,Femenino
1689,PUEBLA,1,46,Femenino
1690,PUEBLA,1,50,Femenino
1691,PUEBLA,1,53,Femenino
1692,PUEBLA,1,41,Femenino
1693,PUEBLA,1,45,Femenino
1694,PUEBLA,1,40,Femenino
1695,PUEBLA,1,33,Femenino
1696,PUEBLA,1,35,Femenino
1697,PUEBLA,1,40,Femenino
1698,PUEBLA,1,49,Femenino
1699,PUEBLA,1,29,Femenino
1700,PUEBLA,1,28,Femenino
1701,PUEBLA,1,59,Femenino
1702,PUEBLA,1,60,Femenino
1703,PUEBLA,1,33,Femenino
1704,PUEBLA,1,30,Femenino
1705,PUEBLA,1,56,Femenino
1706,PUEBLA,1,23,Femenino
1707,PUEBLA,1,43,Femenino
1708,PUEBLA,1,43,Femenino
1709,PUEBLA,1,25,Femenino
1710,PUEBLA,1,30,Femenino
1711,PUEBLA,1,35,Femenino
1712,PUEBLA,1,55,Femenino
1713,PUEBLA,1,33,Femenino
1714,PUEBLA,1,42,Femenino
1715,PUEBLA,1,63,Femenino
1716,PUEBLA,1,33,Femenino
1717,PUEBLA,1,42,Femenino
1718,PUEBLA,1,21,Femenino
1719,PUEBLA,1,44,Femenino
1720,PUEBLA,1,48,Femenino
1721,PUEBLA,1,58,Femenino
1722,PUEBLA,1,57,Femenino
1723,PUEBLA,1,29,Femenino
1724,PUEBLA,1,42,Femenino
1725,PUEBLA,1,33,Femenino
1726,PUEBLA,1,22,Femenino
1727,PUEBLA,1,47,Femenino
1728,PUEBLA,1,20,Femenino
1729,PUEBLA,1,40,Femenino
1730,PUEBLA,1,33,Femenino
1731,PUEBLA,1,28,Femenino
1732,PUEBLA,1,56,Femenino
1733,PUEBLA,1,34,Femenino
1734,PUEBLA,1,52,Femenino
1735,PUEBLA,1,27,Femenino
1736,PUEBLA,1,47,Femenino
1737,PUEBLA,1,36,Femenino
1738,PUEBLA,1,58,Femenino
1739,PUEBLA,1,18,Femenino
1740,PUEBLA,1,49,Femenino
1741,PUEBLA,1,29,Femenino
1742,PUEBLA,1,56,Femenino
1743,PUEBLA,1,30,Femenino
1744,PUEBLA,1,40,Femenino
1745,PUEBLA,1,18,Femenino
1746,PUEBLA,1,38,Femenino
1747,PUEBLA,1,47,Femenino
1748,PUEBLA,1,40,Femenino
1749,PUEBLA,1,24,Femenino
1750,PUEBLA,1,32,Femenino
1751,PUEBLA,1,38,Femenino
1752,PUEBLA,1,46,Femenino
1753,PUEBLA,1,49,Femenino
1754,PUEBLA,1,30,Femenino
1755,PUEBLA,1,59,Femenino
1756,PUEBLA,1,27,Femenino
1757,PUEBLA,1,26,Femenino
1758,PUEBLA,1,26,Femenino
1759,PUEBLA,1,47,Femenino
1760,PUEBLA,1,23,Femenino
1761,PUEBLA,1,51,Femenino
1762,PUEBLA,1,40,Femenino
1763,PUEBLA,1,48,Femenino
1764,PUEBLA,1,38,Femenino
1765,PUEBLA,1,38,Femenino
1766,PUEBLA,1,39,Femenino
1767,PUEBLA,1,59,Femenino
1768,PUEBLA,1,20,Femenino
1769,PUEBLA,1,32,Femenino
1770,PUEBLA,1,40,Femenino
1771,PUEBLA,1,67,Femenino
1772,PUEBLA,1,52,Femenino
1773,PUEBLA,1,32,Femenino
1774,PUEBLA,1,48,Femenino
1775,PUEBLA,1,53,Femenino
1776,PUEBLA,1,51,Femenino
1777,PUEBLA,1,47,Femenino
1778,PUEBLA,1,48,Femenino
1779,PUEBLA,1,53,Femenino
1780,PUEBLA,1,35,Femenino
1781,PUEBLA,1,37,Femenino
1782,PUEBLA,1,28,Femenino
1783,PUEBLA,1,38,Femenino
1784,PUEBLA,1,29,Femenino
1785,PUEBLA,1,32,Femenino
1786,PUEBLA,1,28,Femenino
1787,PUEBLA,1,39,Femenino
1788,PUEBLA,1,43,Femenino
1789,PUEBLA,1,49,Femenino
1790,PUEBLA,1,26,Femenino
1791,PUEBLA,1,30,Femenino
1792,PUEBLA,1,52,Femenino
1793,PUEBLA,1,38,Femenino
1794,PUEBLA,1,66,Femenino
1795,PUEBLA,1,27,Femenino
1796,PUEBLA,1,44,Femenino
1797,PUEBLA,1,62,Femenino
1798,PUEBLA,1,35,Femenino
1799,PUEBLA,1,42,Femenino
1800,PUEBLA,1,40,Femenino
1801,PUEBLA,1,35,Femenino
1802,PUEBLA,1,50,Femenino
1803,PUEBLA,1,23,Femenino
1804,PUEBLA,1,71,Femenino
1805,PUEBLA,1,24,Femenino
1806,PUEBLA,1,65,Femenino
1807,PUEBLA,1,47,Femenino
1808,PUEBLA,1,28,Femenino
1809,PUEBLA,1,56,Femenino
1810,PUEBLA,1,57,Femenino
1811,PUEBLA,1,19,Femenino
1812,PUEBLA,1,41,Femenino
1813,PUEBLA,1,69,Femenino
1814,PUEBLA,1,38,Femenino
1815,PUEBLA,1,35,Femenino
1816,PUEBLA,1,52,Femenino
1817,PUEBLA,1,37,Femenino
1818,PUEBLA,1,52,Femenino
1819,PUEBLA,1,25,Femenino
1820,PUEBLA,1,21,Femenino
1821,PUEBLA,1,21,Femenino
1822,PUEBLA,1,40,Femenino
1823,PUEBLA,1,20,Femenino
1824,PUEBLA,1,41,Femenino
1825,PUEBLA,1,26,Femenino
1826,PUEBLA,1,53,Femenino
1827,PUEBLA,1,39,Femenino
1828,PUEBLA,1,42,Femenino
1829,PUEBLA,1,22,Femenino
1830,PUEBLA,1,45,Femenino
1831,PUEBLA,1,39,Femenino
1832,PUEBLA,1,35,Femenino
1833,PUEBLA,1,63,Femenino
