N°,Municipio,Etapa,Edad,Género
2428,TECAMACHALCO,1,37,Femenino
2429,TECAMACHALCO,1,39,Femenino
2430,TECAMACHALCO,1,24,Femenino
2431,TECAMACHALCO,1,44,Femenino
2432,TECAMACHALCO,1,47,Femenino
2433,GENERAL FELIPE ANGELES,1,45,Femenino
2434,GENERAL FELIPE ANGELES,1,20,Femenino
2435,GENERAL FELIPE ANGELES,1,26,Femenino
2436,GENERAL FELIPE ANGELES,1,29,Femenino
2437,GENERAL FELIPE ANGELES,1,27,Femenino
2438,TECAMACHALCO,1,56,Femenino
2439,TECAMACHALCO,1,25,Femenino
2440,TECAMACHALCO,1,42,Femenino
2441,TECAMACHALCO,1,18,Femenino
2442,TECAMACHALCO,1,38,Femenino
2443,TECAMACHALCO,1,25,Femenino
2444,GENERAL FELIPE ANGELES,1,32,Femenino
2445,GENERAL FELIPE ANGELES,1,35,Femenino
2446,GENERAL FELIPE ANGELES,1,56,Femenino
2447,GENERAL FELIPE ANGELES,1,30,Femenino
2448,GENERAL FELIPE ANGELES,1,50,Femenino
2449,GENERAL FELIPE ANGELES,1,42,Femenino
2450,GENERAL FELIPE ANGELES,1,24,Femenino
2451,GENERAL FELIPE ANGELES,1,35,Femenino
2452,GENERAL FELIPE ANGELES,1,18,Femenino
2453,GENERAL FELIPE ANGELES,1,61,Femenino
2454,PALMAR DE BRAVO,1,75,Femenino
2455,PALMAR DE BRAVO,1,73,Femenino
2456,PALMAR DE BRAVO,1,50,Femenino
2457,PALMAR DE BRAVO,1,45,Femenino
2458,PALMAR DE BRAVO,1,43,Femenino
2459,PALMAR DE BRAVO,1,46,Femenino
2460,PALMAR DE BRAVO,1,65,Femenino
2461,PALMAR DE BRAVO,1,22,Femenino
2462,PALMAR DE BRAVO,1,24,Femenino
2463,PALMAR DE BRAVO,1,21,Femenino
2464,TECAMACHALCO,1,74,Femenino
2465,TECAMACHALCO,1,37,Femenino
2466,TECAMACHALCO,1,41,Femenino
2467,TECAMACHALCO,1,29,Femenino
2468,TECAMACHALCO,1,53,Femenino
2469,TECAMACHALCO,1,24,Femenino
2470,TECAMACHALCO,1,33,Femenino
2471,TECAMACHALCO,1,42,Femenino
2472,TECAMACHALCO,1,48,Femenino
2473,TECAMACHALCO,1,37,Femenino
2474,TECAMACHALCO,1,20,Femenino
2475,TECAMACHALCO,1,40,Femenino
2476,TECAMACHALCO,1,23,Femenino
2477,TECAMACHALCO,1,22,Femenino
2478,TECAMACHALCO,1,27,Femenino
2479,TECAMACHALCO,1,39,Femenino
2480,TECAMACHALCO,1,39,Femenino
2481,TECAMACHALCO,1,33,Femenino
2482,TECAMACHALCO,1,69,Femenino
2483,TECAMACHALCO,1,24,Femenino
2484,TECAMACHALCO,1,34,Femenino
2485,TECAMACHALCO,1,41,Femenino
2486,TECAMACHALCO,1,35,Femenino
2487,TECAMACHALCO,1,20,Femenino
2488,TECAMACHALCO,1,42,Femenino
2489,TECAMACHALCO,1,37,Femenino
2490,TECAMACHALCO,1,66,Femenino
2491,TECAMACHALCO,1,39,Femenino
2492,TECAMACHALCO,1,19,Femenino
2493,TECAMACHALCO,1,50,Femenino
2494,TECAMACHALCO,1,37,Femenino
2495,TECAMACHALCO,1,21,Femenino
2496,GENERAL FELIPE ANGELES,1,37,Femenino
2497,GENERAL FELIPE ANGELES,1,49,Femenino
2498,GENERAL FELIPE ANGELES,1,53,Femenino
2499,GENERAL FELIPE ANGELES,1,39,Femenino
2500,GENERAL FELIPE ANGELES,1,33,Femenino
2501,PALMAR DE BRAVO,1,83,Femenino
2502,PALMAR DE BRAVO,1,40,Femenino
2503,PALMAR DE BRAVO,1,42,Femenino
2504,PALMAR DE BRAVO,1,21,Femenino
2505,PALMAR DE BRAVO,1,44,Femenino
2506,PALMAR DE BRAVO,1,38,Femenino
2507,PALMAR DE BRAVO,1,58,Femenino
2508,PALMAR DE BRAVO,1,37,Femenino
2509,PALMAR DE BRAVO,1,32,Femenino
2510,PALMAR DE BRAVO,1,34,Femenino
2511,PALMAR DE BRAVO,1,31,Femenino
2512,PALMAR DE BRAVO,1,41,Femenino
2513,PALMAR DE BRAVO,1,35,Femenino
2514,PALMAR DE BRAVO,1,25,Femenino
2515,PALMAR DE BRAVO,1,32,Femenino
2516,PALMAR DE BRAVO,1,28,Femenino
2517,PALMAR DE BRAVO,1,30,Femenino
2518,PALMAR DE BRAVO,1,32,Femenino
2519,PALMAR DE BRAVO,1,44,Femenino
2520,PALMAR DE BRAVO,1,24,Femenino
2521,PALMAR DE BRAVO,1,45,Femenino
2522,PALMAR DE BRAVO,1,56,Femenino
2523,PALMAR DE BRAVO,1,35,Femenino
2524,PALMAR DE BRAVO,1,42,Femenino
2525,GENERAL FELIPE ANGELES,1,36,Femenino
2526,GENERAL FELIPE ANGELES,1,56,Femenino
2527,GENERAL FELIPE ANGELES,1,42,Femenino
2528,GENERAL FELIPE ANGELES,1,31,Femenino
2529,GENERAL FELIPE ANGELES,1,41,Femenino
2530,PALMAR DE BRAVO,1,31,Femenino
2531,PALMAR DE BRAVO,1,42,Femenino
2532,PALMAR DE BRAVO,1,31,Femenino
2533,PALMAR DE BRAVO,1,39,Femenino
2534,PALMAR DE BRAVO,1,40,Femenino
2535,PALMAR DE BRAVO,1,57,Femenino
2536,PALMAR DE BRAVO,1,25,Femenino
2537,PALMAR DE BRAVO,1,18,Femenino
2538,PALMAR DE BRAVO,1,44,Femenino
2539,PALMAR DE BRAVO,1,39,Femenino
2540,PALMAR DE BRAVO,1,24,Femenino
2541,TECAMACHALCO,1,37,Femenino
2542,TECAMACHALCO,1,57,Femenino
2543,TECAMACHALCO,1,32,Femenino
2544,TECAMACHALCO,1,33,Femenino
2545,TECAMACHALCO,1,21,Femenino
2546,TECAMACHALCO,1,39,Femenino
2547,TECAMACHALCO,1,30,Femenino
2548,TECAMACHALCO,1,65,Femenino
2549,GENERAL FELIPE ANGELES,1,40,Femenino
2550,GENERAL FELIPE ANGELES,1,60,Femenino
2551,GENERAL FELIPE ANGELES,1,27,Femenino
2552,GENERAL FELIPE ANGELES,1,22,Femenino
2553,GENERAL FELIPE ANGELES,1,49,Femenino
2554,GENERAL FELIPE ANGELES,1,53,Femenino
2555,GENERAL FELIPE ANGELES,1,34,Femenino
2556,GENERAL FELIPE ANGELES,1,37,Femenino
2557,GENERAL FELIPE ANGELES,1,21,Femenino
2558,GENERAL FELIPE ANGELES,1,56,Femenino
2559,PALMAR DE BRAVO,1,37,Femenino
2560,PALMAR DE BRAVO,1,37,Femenino
2561,PALMAR DE BRAVO,1,56,Femenino
2562,PALMAR DE BRAVO,1,26,Femenino
2563,PALMAR DE BRAVO,1,34,Femenino
2564,PALMAR DE BRAVO,1,22,Femenino
2565,TECAMACHALCO,1,27,Femenino
2566,TECAMACHALCO,1,31,Femenino
2567,TECAMACHALCO,1,45,Femenino
2568,TECAMACHALCO,1,21,Femenino
2569,TECAMACHALCO,1,52,Femenino
2570,TECAMACHALCO,1,45,Femenino
2571,TECAMACHALCO,1,20,Femenino
2572,TECAMACHALCO,1,31,Femenino
2573,TECAMACHALCO,1,34,Femenino
2574,TECAMACHALCO,1,46,Femenino
2575,TECAMACHALCO,1,46,Femenino
2576,TECAMACHALCO,1,35,Femenino
2577,TECAMACHALCO,1,34,Femenino
2578,TECAMACHALCO,1,39,Femenino
2579,TECAMACHALCO,1,40,Femenino
2580,TECAMACHALCO,1,59,Femenino
2581,TECAMACHALCO,1,30,Femenino
2582,PALMAR DE BRAVO,1,68,Femenino
2583,PALMAR DE BRAVO,1,22,Femenino
2584,PALMAR DE BRAVO,1,22,Femenino
2585,PALMAR DE BRAVO,1,22,Femenino
2586,PALMAR DE BRAVO,1,45,Femenino
2587,PALMAR DE BRAVO,1,24,Femenino
2588,PALMAR DE BRAVO,1,62,Femenino
2589,PALMAR DE BRAVO,1,24,Femenino
2590,PALMAR DE BRAVO,1,40,Femenino
2591,PALMAR DE BRAVO,1,25,Femenino
2592,PALMAR DE BRAVO,1,41,Femenino
2593,GENERAL FELIPE ANGELES,1,42,Femenino
2594,GENERAL FELIPE ANGELES,1,33,Femenino
2595,GENERAL FELIPE ANGELES,1,43,Femenino
2596,GENERAL FELIPE ANGELES,1,33,Femenino
2597,GENERAL FELIPE ANGELES,1,49,Femenino
2598,PALMAR DE BRAVO,1,41,Femenino
2599,QUECHOLAC,1,36,Femenino
2600,PALMAR DE BRAVO,1,40,Femenino
2601,PALMAR DE BRAVO,1,63,Femenino
2602,PALMAR DE BRAVO,1,30,Femenino
2603,PALMAR DE BRAVO,1,34,Femenino
2604,PALMAR DE BRAVO,1,24,Femenino
2605,PALMAR DE BRAVO,1,33,Femenino
2606,PALMAR DE BRAVO,1,36,Femenino
2607,PALMAR DE BRAVO,1,65,Femenino
2608,PALMAR DE BRAVO,1,72,Femenino
2609,PALMAR DE BRAVO,1,34,Femenino
2610,TECAMACHALCO,1,18,Femenino
2611,TOCHTEPEC,1,38,Femenino
2612,TECAMACHALCO,1,41,Femenino
2613,TECAMACHALCO,1,35,Femenino
2614,TECAMACHALCO,1,54,Femenino
2615,TECAMACHALCO,1,22,Femenino
2616,TECAMACHALCO,1,50,Femenino
2617,SANTIAGO MIAHUATLAN,1,52,Femenino
2618,SANTIAGO MIAHUATLAN,1,29,Femenino
2619,SANTIAGO MIAHUATLAN,1,35,Femenino
2620,SANTIAGO MIAHUATLAN,1,50,Femenino
2621,SANTIAGO MIAHUATLAN,1,33,Femenino
2622,SANTIAGO MIAHUATLAN,1,49,Femenino
2623,SANTIAGO MIAHUATLAN,1,39,Femenino
2624,SANTIAGO MIAHUATLAN,1,34,Femenino
2625,TEHUACAN,1,49,Femenino
2626,TEHUACAN,1,69,Femenino
2627,TEHUACAN,1,51,Femenino
2628,TEHUACAN,1,19,Femenino
2629,TEHUACAN,1,37,Femenino
2630,TEHUACAN,1,35,Femenino
2631,TEHUACAN,1,39,Femenino
2632,CALTEPEC,1,62,Femenino
2633,CALTEPEC,1,65,Femenino
2634,CALTEPEC,1,25,Femenino
2635,CALTEPEC,1,30,Femenino
2636,CALTEPEC,1,33,Femenino
2637,CALTEPEC,1,46,Femenino
2638,CALTEPEC,1,46,Femenino
2639,CALTEPEC,1,46,Femenino
2640,CALTEPEC,1,24,Femenino
2641,CALTEPEC,1,27,Femenino
2642,TEHUACAN,1,48,Femenino
2643,TEHUACAN,1,51,Femenino
2644,TEHUACAN,1,37,Femenino
2645,TEHUACAN,1,46,Femenino
2646,TEHUACAN,1,61,Femenino
2647,TEHUACAN,1,18,Femenino
2648,TEHUACAN,1,42,Femenino
2649,TEHUACAN,1,24,Femenino
2650,TEHUACAN,1,51,Femenino
2651,TEHUACAN,1,22,Femenino
2652,TEHUACAN,1,33,Femenino
2653,TEHUACAN,1,55,Femenino
2654,TEHUACAN,1,30,Femenino
2655,TEHUACAN,1,42,Femenino
2656,TEHUACAN,1,26,Femenino
2657,TEHUACAN,1,43,Femenino
2658,TEHUACAN,1,27,Femenino
2659,SANTIAGO MIAHUATLAN,1,39,Femenino
2660,SANTIAGO MIAHUATLAN,1,43,Femenino
2661,SANTIAGO MIAHUATLAN,1,47,Femenino
2662,SANTIAGO MIAHUATLAN,1,22,Femenino
2663,SANTIAGO MIAHUATLAN,1,30,Femenino
2664,SANTIAGO MIAHUATLAN,1,26,Femenino
2665,SANTIAGO MIAHUATLAN,1,49,Femenino
2666,SANTIAGO MIAHUATLAN,1,59,Femenino
2667,SANTIAGO MIAHUATLAN,1,53,Femenino
2668,SANTIAGO MIAHUATLAN,1,59,Femenino
2669,SANTIAGO MIAHUATLAN,1,42,Femenino
2670,SANTIAGO MIAHUATLAN,1,53,Femenino
2671,SANTIAGO MIAHUATLAN,1,35,Femenino
2672,SANTIAGO MIAHUATLAN,1,64,Femenino
2673,SANTIAGO MIAHUATLAN,1,66,Femenino
2674,SANTIAGO MIAHUATLAN,1,20,Femenino
2675,SANTIAGO MIAHUATLAN,1,40,Femenino
2676,SANTIAGO MIAHUATLAN,1,30,Femenino
2677,TEHUACAN,1,34,Femenino
2678,TEHUACAN,1,34,Femenino
2679,TEHUACAN,1,26,Femenino
2680,TEHUACAN,1,23,Femenino
2681,TEHUACAN,1,29,Femenino
2682,TEHUACAN,1,26,Femenino
2683,TEHUACAN,1,32,Femenino
2684,CALTEPEC,2,24,Femenino
2685,CALTEPEC,2,27,Femenino
2686,CALTEPEC,2,22,Femenino
2687,CALTEPEC,2,29,Femenino
2688,CALTEPEC,2,36,Femenino
2689,CALTEPEC,2,20,Femenino
2690,NICOLAS BRAVO,2,22,Femenino
2691,NICOLAS BRAVO,2,27,Femenino
2692,NICOLAS BRAVO,2,29,Femenino
2693,NICOLAS BRAVO,2,31,Femenino
2694,NICOLAS BRAVO,2,24,Femenino
2695,NICOLAS BRAVO,2,56,Femenino
2696,NICOLAS BRAVO,2,31,Femenino
2697,NICOLAS BRAVO,2,49,Femenino
2698,ZAPOTITLAN,2,32,Femenino
2699,ZAPOTITLAN,2,39,Femenino
2700,ZAPOTITLAN,2,28,Femenino
2701,ZAPOTITLAN,2,55,Femenino
2702,ZAPOTITLAN,2,48,Femenino
2703,ZAPOTITLAN,2,38,Femenino
2704,ZAPOTITLAN,2,27,Femenino
2705,TEPANCO DE LOPEZ,2,45,Femenino
2706,TEPANCO DE LOPEZ,2,40,Femenino
2707,TEPANCO DE LOPEZ,2,20,Femenino
2708,TEPANCO DE LOPEZ,2,23,Femenino
2709,TEPANCO DE LOPEZ,2,46,Femenino
2710,TEPANCO DE LOPEZ,2,54,Femenino
2711,TEPANCO DE LOPEZ,2,67,Femenino
2712,TEPANCO DE LOPEZ,2,58,Femenino
2713,TEPANCO DE LOPEZ,2,37,Femenino
2714,TEHUACAN,2,21,Femenino
2715,TEHUACAN,2,31,Femenino
2716,TEHUACAN,2,52,Femenino
2717,TEHUACAN,2,23,Femenino
2718,TEHUACAN,2,42,Femenino
2719,TEHUACAN,2,75,Femenino
2720,TEHUACAN,2,22,Femenino
2721,ZAPOTITLAN,2,37,Femenino
2722,ZAPOTITLAN,2,58,Femenino
2723,ZAPOTITLAN,2,34,Femenino
2724,ZAPOTITLAN,2,52,Femenino
2725,ZAPOTITLAN,2,81,Femenino
2726,ZAPOTITLAN,2,25,Femenino
2727,ZAPOTITLAN,2,43,Femenino
2728,TEHUACAN,2,47,Femenino
2729,TEHUACAN,2,30,Femenino
2730,TEHUACAN,2,26,Femenino
2731,TEHUACAN,2,18,Femenino
2732,TEHUACAN,2,48,Femenino
2733,TEHUACAN,2,23,Femenino
2734,ZAPOTITLAN,2,48,Femenino
2735,ZAPOTITLAN,2,70,Femenino
2736,ZAPOTITLAN,2,29,Femenino
2737,ZAPOTITLAN,2,30,Femenino
2738,ZAPOTITLAN,2,31,Femenino
2739,ZAPOTITLAN,2,55,Femenino
2740,ZAPOTITLAN,2,28,Femenino
2741,TEHUACAN,2,44,Femenino
2742,TEHUACAN,2,67,Femenino
2743,TEHUACAN,2,19,Femenino
2744,TEHUACAN,2,59,Femenino
2745,TEHUACAN,2,38,Femenino
2746,TEHUACAN,2,19,Femenino
2747,TEHUACAN,2,30,Femenino
2748,TEHUACAN,2,50,Femenino
2749,TEHUACAN,2,72,Femenino
2750,TEHUACAN,2,38,Femenino
2751,TEHUACAN,2,36,Femenino
2752,TEHUACAN,2,28,Femenino
2753,TEHUACAN,2,32,Femenino
2754,TEHUACAN,2,41,Femenino
2755,TEHUACAN,2,63,Femenino
2756,ZAPOTITLAN,2,41,Femenino
2757,ZAPOTITLAN,2,41,Femenino
2758,ZAPOTITLAN,2,47,Femenino
2759,ZAPOTITLAN,2,60,Femenino
2760,ZAPOTITLAN,2,56,Femenino
2761,ZAPOTITLAN,2,53,Femenino
2762,ZAPOTITLAN,2,48,Femenino
2763,ZAPOTITLAN,2,21,Femenino
2764,TEPANCO DE LOPEZ,2,47,Femenino
2765,TEPANCO DE LOPEZ,2,52,Femenino
2766,TEPANCO DE LOPEZ,2,53,Femenino
2767,TEPANCO DE LOPEZ,2,53,Femenino
2768,TEPANCO DE LOPEZ,2,53,Femenino
2769,TEPANCO DE LOPEZ,2,46,Femenino
2770,TEPANCO DE LOPEZ,2,25,Femenino
2771,TEPANCO DE LOPEZ,2,23,Femenino
2772,TEPANCO DE LOPEZ,2,32,Femenino
2773,TEPANCO DE LOPEZ,2,40,Femenino
2774,CALTEPEC,7,59,Femenino
2775,CALTEPEC,7,37,Femenino
2776,CALTEPEC,7,42,Femenino
2777,CALTEPEC,7,24,Femenino
2778,CALTEPEC,7,41,Femenino
2779,CALTEPEC,7,18,Femenino
2780,TEHUACAN,8,18,Femenino
2781,TEHUACAN,8,27,Femenino
2782,TEHUACAN,8,23,Femenino
2783,TEHUACAN,8,41,Femenino
2784,TEHUACAN,8,22,Femenino
2785,ACAJETE,1,35,Femenino
2786,ACAJETE,1,35,Femenino
2787,ACAJETE,1,34,Femenino
2788,ACAJETE,1,38,Femenino
2789,ACAJETE,1,37,Femenino
2790,ACAJETE,1,66,Femenino
2791,ACAJETE,1,28,Femenino
2792,ACAJETE,1,23,Femenino
2793,ACAJETE,1,35,Femenino
2794,ACAJETE,1,57,Femenino
2795,ACAJETE,1,49,Femenino
2796,ACAJETE,1,39,Femenino
2797,ACAJETE,1,28,Femenino
2798,ACAJETE,1,43,Femenino
2799,ACAJETE,1,39,Femenino
2800,ACAJETE,1,35,Femenino
2801,ACAJETE,1,54,Femenino
2802,ACAJETE,1,44,Femenino
2803,ACAJETE,1,25,Femenino
2804,ACAJETE,1,23,Femenino
2805,ACAJETE,1,22,Femenino
2806,ACAJETE,1,20,Femenino
2807,ACAJETE,1,29,Femenino
2808,ACAJETE,1,33,Femenino
2809,ACAJETE,1,37,Femenino
2810,ACAJETE,1,39,Femenino
2811,ACAJETE,1,40,Femenino
2812,ACAJETE,1,61,Femenino
2813,ACAJETE,1,58,Femenino
2814,ACAJETE,1,45,Femenino
2815,ACAJETE,1,63,Femenino
2816,ACAJETE,1,37,Femenino
2817,ACAJETE,1,43,Femenino
2818,ACAJETE,1,43,Femenino
2819,ACAJETE,1,74,Femenino
2820,ACAJETE,1,42,Femenino
2821,ACAJETE,1,22,Femenino
2822,ACAJETE,1,26,Femenino
2823,ACAJETE,1,53,Femenino
2824,ACAJETE,1,20,Femenino
2825,ACAJETE,1,22,Femenino
2826,ACAJETE,1,19,Femenino
2827,ACAJETE,1,36,Femenino
2828,ACAJETE,1,46,Femenino
2829,ACAJETE,1,35,Femenino
2830,ACAJETE,1,50,Femenino
2831,ACAJETE,1,35,Femenino
2832,ACAJETE,1,38,Femenino
2833,ACAJETE,1,38,Femenino
2834,ACAJETE,1,23,Femenino
2835,ACAJETE,1,28,Femenino
2836,ACAJETE,1,18,Femenino
2837,ACAJETE,1,24,Femenino
2838,ACAJETE,1,48,Femenino
2839,HUEHUETLAN EL GRANDE,1,46,Femenino
2840,HUEHUETLAN EL GRANDE,1,58,Femenino
2841,HUEHUETLAN EL GRANDE,1,20,Femenino
2842,HUEHUETLAN EL GRANDE,1,58,Femenino
2843,HUEHUETLAN EL GRANDE,1,31,Femenino
2844,HUEHUETLAN EL GRANDE,1,42,Femenino
2845,HUEHUETLAN EL GRANDE,1,34,Femenino
2846,HUEHUETLAN EL GRANDE,1,46,Femenino
2847,HUEHUETLAN EL GRANDE,1,20,Femenino
2848,HUEHUETLAN EL GRANDE,1,20,Femenino
2849,HUATLATLAUCA,1,49,Femenino
2850,HUATLATLAUCA,1,60,Femenino
2851,HUATLATLAUCA,1,54,Femenino
2852,HUATLATLAUCA,1,37,Femenino
2853,HUATLATLAUCA,1,63,Femenino
2854,TEPEXI DE RODRIGUEZ,1,43,Femenino
2855,TEPEXI DE RODRIGUEZ,1,66,Femenino
2856,TEPEXI DE RODRIGUEZ,1,46,Femenino
2857,TEPEXI DE RODRIGUEZ,1,39,Femenino
2858,TEPEXI DE RODRIGUEZ,1,52,Femenino
2859,TEPEXI DE RODRIGUEZ,1,25,Femenino
2860,TEPEXI DE RODRIGUEZ,1,57,Femenino
2861,COYOTEPEC,1,74,Femenino
2862,COYOTEPEC,1,50,Femenino
2863,COYOTEPEC,1,43,Femenino
2864,COYOTEPEC,1,24,Femenino
2865,COYOTEPEC,1,23,Femenino
2866,COYOTEPEC,1,30,Femenino
2867,TEPEXI DE RODRIGUEZ,1,27,Femenino
2868,TEPEXI DE RODRIGUEZ,1,25,Femenino
2869,TEPEXI DE RODRIGUEZ,1,24,Femenino
2870,TEPEXI DE RODRIGUEZ,1,22,Femenino
2871,TEPEXI DE RODRIGUEZ,1,59,Femenino
2872,TEPEXI DE RODRIGUEZ,1,51,Femenino
2873,TEPEXI DE RODRIGUEZ,1,38,Femenino
2874,TEPEXI DE RODRIGUEZ,1,40,Femenino
2875,TEPEXI DE RODRIGUEZ,1,59,Femenino
2876,TEPEXI DE RODRIGUEZ,1,44,Femenino
2877,COYOTEPEC,1,47,Femenino
2878,COYOTEPEC,1,61,Femenino
2879,COYOTEPEC,1,44,Femenino
2880,COYOTEPEC,1,28,Femenino
2881,COYOTEPEC,1,49,Femenino
2882,COYOTEPEC,1,69,Femenino
2883,MOLCAXAC,1,54,Femenino
2884,MOLCAXAC,1,30,Femenino
2885,MOLCAXAC,1,47,Femenino
2886,MOLCAXAC,1,23,Femenino
2887,MOLCAXAC,1,31,Femenino
2888,MOLCAXAC,1,60,Femenino
2889,MOLCAXAC,1,44,Femenino
2890,MOLCAXAC,1,40,Femenino
2891,MOLCAXAC,1,71,Femenino
2892,MOLCAXAC,1,31,Femenino
2893,MOLCAXAC,1,55,Femenino
2894,MOLCAXAC,1,77,Femenino
2895,MOLCAXAC,1,25,Femenino
2896,MOLCAXAC,1,50,Femenino
2897,MOLCAXAC,1,44,Femenino
2898,MOLCAXAC,1,25,Femenino
2899,MOLCAXAC,1,20,Femenino
2900,MOLCAXAC,1,20,Femenino
2901,MOLCAXAC,1,23,Femenino
2902,MOLCAXAC,1,78,Femenino
2903,HUEHUETLAN EL GRANDE,1,34,Femenino
2904,HUEHUETLAN EL GRANDE,1,52,Femenino
2905,HUEHUETLAN EL GRANDE,1,24,Femenino
2906,HUEHUETLAN EL GRANDE,1,30,Femenino
2907,HUEHUETLAN EL GRANDE,1,22,Femenino
2908,HUEHUETLAN EL GRANDE,1,26,Femenino
2909,HUEHUETLAN EL GRANDE,1,77,Femenino
2910,HUEHUETLAN EL GRANDE,1,24,Femenino
2911,HUEHUETLAN EL GRANDE,1,24,Femenino
2912,HUEHUETLAN EL GRANDE,1,47,Femenino
2913,HUEHUETLAN EL GRANDE,1,23,Femenino
2914,HUEHUETLAN EL GRANDE,1,56,Femenino
2915,HUEHUETLAN EL GRANDE,1,85,Femenino
2916,HUEHUETLAN EL GRANDE,1,21,Femenino
2917,HUEHUETLAN EL GRANDE,1,56,Femenino
2918,HUEHUETLAN EL GRANDE,1,19,Femenino
2919,HUEHUETLAN EL GRANDE,1,21,Femenino
2920,HUEHUETLAN EL GRANDE,1,43,Femenino
2921,HUEHUETLAN EL GRANDE,1,34,Femenino
2922,HUEHUETLAN EL GRANDE,1,51,Femenino
2923,HUEHUETLAN EL GRANDE,1,49,Femenino
2924,HUEHUETLAN EL GRANDE,1,21,Femenino
2925,HUEHUETLAN EL GRANDE,1,27,Femenino
2926,HUEHUETLAN EL GRANDE,1,25,Femenino
2927,HUEHUETLAN EL GRANDE,1,30,Femenino
2928,HUEHUETLAN EL GRANDE,1,38,Femenino
2929,TEPEXI DE RODRIGUEZ,1,45,Femenino
2930,TEPEXI DE RODRIGUEZ,1,61,Femenino
2931,TEPEXI DE RODRIGUEZ,1,32,Femenino
2932,TEPEXI DE RODRIGUEZ,1,40,Femenino
2933,TEPEXI DE RODRIGUEZ,1,25,Femenino
2934,TEPEXI DE RODRIGUEZ,1,35,Femenino
2935,MOLCAXAC,1,24,Femenino
2936,MOLCAXAC,1,45,Femenino
2937,MOLCAXAC,1,22,Femenino
2938,MOLCAXAC,1,56,Femenino
2939,MOLCAXAC,1,27,Femenino
2940,MOLCAXAC,1,38,Femenino
2941,MOLCAXAC,1,33,Femenino
2942,MOLCAXAC,1,33,Femenino
2943,MOLCAXAC,1,75,Femenino
2944,MOLCAXAC,1,29,Femenino
2945,MOLCAXAC,1,55,Femenino
2946,MOLCAXAC,1,23,Femenino
2947,MOLCAXAC,1,28,Femenino
2948,MOLCAXAC,1,41,Femenino
2949,MOLCAXAC,1,46,Femenino
2950,MOLCAXAC,1,43,Femenino
2951,MOLCAXAC,1,28,Femenino
2952,MOLCAXAC,1,38,Femenino
2953,MOLCAXAC,1,62,Femenino
2954,TEPEXI DE RODRIGUEZ,1,55,Femenino
2955,TEPEXI DE RODRIGUEZ,1,32,Femenino
2956,TEPEXI DE RODRIGUEZ,1,52,Femenino
2957,TEPEXI DE RODRIGUEZ,1,69,Femenino
2958,TEPEXI DE RODRIGUEZ,1,35,Femenino
2959,TEPEXI DE RODRIGUEZ,1,30,Femenino
2960,TEPEXI DE RODRIGUEZ,1,49,Femenino
2961,TEPEXI DE RODRIGUEZ,1,25,Femenino
2962,SANTA INES AHUATEMPAN,1,31,Femenino
2963,JUAN N. MENDEZ,1,60,Femenino
2964,MOLCAXAC,1,49,Femenino
2965,MOLCAXAC,1,22,Femenino
2966,ZACAPALA,1,26,Femenino
2967,ZACAPALA,1,43,Femenino
2968,ZACAPALA,1,21,Femenino
2969,ZACAPALA,1,34,Femenino
2970,ZACAPALA,1,50,Femenino
2971,ZACAPALA,1,20,Femenino
2972,ZACAPALA,1,57,Femenino
2973,ZACAPALA,1,79,Femenino
2974,ZACAPALA,1,30,Femenino
2975,ZACAPALA,1,28,Femenino
2976,ZACAPALA,1,36,Femenino
2977,ZACAPALA,1,36,Femenino
2978,MOLCAXAC,1,56,Femenino
2979,MOLCAXAC,1,53,Femenino
2980,MOLCAXAC,1,29,Femenino
2981,MOLCAXAC,1,28,Femenino
2982,MOLCAXAC,1,22,Femenino
2983,MOLCAXAC,1,38,Femenino
2984,MOLCAXAC,1,59,Femenino
2985,MOLCAXAC,1,37,Femenino
2986,TEPEXI DE RODRIGUEZ,1,52,Femenino
2987,TEPEXI DE RODRIGUEZ,1,59,Femenino
2988,TEPEXI DE RODRIGUEZ,1,20,Femenino
2989,TEPEXI DE RODRIGUEZ,1,28,Femenino
2990,TEPEXI DE RODRIGUEZ,1,30,Femenino
2991,TEPEXI DE RODRIGUEZ,1,58,Femenino
2992,TEPEXI DE RODRIGUEZ,1,70,Femenino
2993,SANTA INES AHUATEMPAN,1,36,Femenino
2994,SANTA INES AHUATEMPAN,1,21,Femenino
2995,SANTA INES AHUATEMPAN,1,60,Femenino
2996,SANTA INES AHUATEMPAN,1,37,Femenino
2997,SANTA INES AHUATEMPAN,1,25,Femenino
2998,HUATLATLAUCA,1,43,Femenino
2999,HUATLATLAUCA,1,43,Femenino
3000,HUATLATLAUCA,1,48,Femenino
3001,HUATLATLAUCA,1,64,Femenino
3002,HUATLATLAUCA,1,47,Femenino
3003,HUATLATLAUCA,1,41,Femenino
3004,TEPEXI DE RODRIGUEZ,2,39,Femenino
3005,TEPEXI DE RODRIGUEZ,2,31,Femenino
3006,TEPEXI DE RODRIGUEZ,2,32,Femenino
3007,TEPEXI DE RODRIGUEZ,2,18,Femenino
3008,TEPEXI DE RODRIGUEZ,2,63,Femenino
3009,HUITZILTEPEC,2,35,Femenino
3010,HUITZILTEPEC,2,53,Femenino
3011,HUITZILTEPEC,2,25,Femenino
3012,HUITZILTEPEC,2,59,Femenino
3013,HUITZILTEPEC,2,32,Femenino
3014,HUITZILTEPEC,2,32,Femenino
3015,HUITZILTEPEC,2,26,Femenino
3016,HUITZILTEPEC,2,56,Femenino
